,speech_id_long,speech_content,polarizing
319,18_23_11004361_2_p,"Sie treten ständig den Willen der überwältigenden Mehrheit der Bürger mit Füßen, denn 75 Prozent lehnen Einsätze im Ausland ab. Doch das interessiert Sie gar nicht. Die Linke ist die einzige Partei, die sich konsequent gegen Auslandseinsätze stellt und damit den wahren Volkswillen repräsentiert.",1
320,19_95_11004248_8,"Im Gegenteil: Menschen mit Behinderung haben häufig klarere Vorstellungen über politisch falsch und richtig als Menschen ohne Behinderung. Gleichzeitig muss man aber natürlich konzedieren, dass es Menschen gibt, die ohne Hilfe nicht von ihrem Wahlrecht Gebrauch machen können. Deswegen war es zwingend erforderlich, dass wir auch neue Regelungen für die Wahlassistenz einführen.",0
321,20_180_11004678_2_p,"Ziehen Sie uns aus Ihren Machenschaften heraus! Sie sind drauf und dran, diese illegitimen Praktiken in das Regelwerk einzugravieren und ihnen einen legalen Anstrich zu verpassen. Die Schikanierung und Marginalisierung der Opposition erheben Sie nun zum neuen Maßstab in der Geschäftsordnung.",1
322,17_41_11003755_25_p,"Beobachten Sie, wie die Klatschmedien seit Wochen die Vorurteile auf die Spitze treiben. Es wird so dargestellt, als ob die Griechen von Natur aus verschwenderisch und korrupt wären. Obwohl ich natürlich für die Bekämpfung korrupter Regierungen, unehrlicher Beamter, Steuerbetrüger und Vetternwirtschaft bin, wird mir immer unwohler bei dem verzerrten Bild, das derzeit über die griechische Bevölkerung verbreitet wird.",1
323,18_33_11003142_8_p,"- Ohne Zweifel Sie! - Herr Krischer, was ist bloß aus Ihnen geworden? Früher ein kluger Kopf, scheinen Sie nun im Kampf gegen diese Bundesregierung und diesen Wirtschaftsminister völlig den Boden der rationalen Argumentation zu verlassen.",1
324,19_180_11004835_9,"Beim mittleren Vermögen der Privathaushalte liegen wir in der EU auf den hinteren Rängen. Das Renteneintrittsalter ist am höchsten und das prozentuale Niveau im unteren Bereich. Wohneigentum und Mieten haben sich durch die politischen Maßnahmen deutlich verteuert, verursacht durch ständig verschärfte Bauauflagen und den erhöhten Wohnungsbedarf durch eine zugelassene Masseneinwanderung, meine Damen und Herren.",1
325,19_24_11002140_11,"Ich werde dafür eintreten, dass die intelligente Videotechnik weiter ausgebaut wird. Jeder, der sich daran stößt, möge sich in die Opfer eines Überfalls in einem U-Bahnhof oder in einer Fußgängerzone hineinversetzen und dann erneut abwägen.",0
326,20_177_11004801_1,"Im Gegenteil, es vergeht fast kein Tag, an dem nicht seitens Ihrer Parteien kampagnenhafte Verächtlichmachungen dieses Gesetzes in der Öffentlichkeit laufen. Wenn wir eine Versachlichung der Debatte wollen – was ich sehr möchte –, möchte ich wirklich darum bitten, dass auch Sie Ihren Teil dazu beitragen.",1
327,17_73_11004184_6_p,"Ich möchte noch kurz auf das Thema der CO2-reduzierenden Gebäudesanierungen eingehen. Bisher haben Sie uns keinen Einblick gegeben, wie Sie mit der Hälfte der bisherigen Fördermittel eine doppelt so schnelle Umsetzung der energetischen Renovierungen erreichen möchten.",0
328,20_131_11005189_6,"nur noch an Biobetriebe zu verpachten. Meine Damen und Herren, das sind 26 000 Hektar Land, die die konventionellen Landwirte jetzt verloren haben. Das, was Sie mit diesen Menschen und diesen Betrieben tun, ist schlimmer als zu DDR-Zeiten und zu SED-Zeiten.",1
329,19_184_11000365_3_p,"Die Entscheidung, die Reform des Stabilitäts- und Wachstumspakts in einer Ratsarbeitsgruppe zu versenken, anstatt mutig die Schuldenvorgaben zu modernisieren, ist ein Paradebeispiel für engstirnigen Dogmatismus und kurzsichtiges Denken. Die Schuldenbremse war, ist und wird immer das Todesurteil für jede wirtschaftliche Erholung bleiben.",1
330,18_81_11003792_1,"Gerne, Herr Präsident. - Ich habe eine ganz kurze Zusatzfrage. Geht das BMUB davon aus, dass diese Unterlagen, die bisher nicht zur Verfügung gestellt wurden, bei Zurverfügungstellung dazu führen, dass die Sicherheit des Zwischenlagers Brunsbüttel erkannt und bestätigt werden kann?",0
331,17_36_11003596_0_p,"Ein Dankeschön ist stets wohltuend, und Anerkennung schadet nie. Sehr geehrter Herr Verkehrsminister, ich möchte im Namen des Tourismusausschusses des Deutschen Bundestages sowie persönlich meinen Dank ausdrücken. Lassen Sie uns einen Blick auf eine TED-Umfrage von n-tv werfen, in der gefragt wurde, ob der Bundesverkehrsminister beim Umgang mit der Krise positiv aufgefallen ist.",0
332,18_8_11003764_1_p,"Es steht außer Frage, dass die Bundesregierung Verantwortung trägt, insbesondere wenn es um die gesetzliche Einführung von Karenzzeiten geht. Sowohl die Regierung insgesamt als auch die Bundeskanzlerin sind gefordert, hierzu Stellung zu beziehen.",0
333,17_211_11003556_3_p,"Ihre Parteien, CDU/CSU und FDP, zeigen keinerlei Skrupel, diese verfassungswidrige Lage zu ignorieren. Für Sie und Ihre Regierung ist das eine peinliche Blamage.",1
334,20_102_11004799_4_p,"Als Freund und Liberaler möchte ich Ihnen mitteilen, dass Ihre jüngsten Äußerungen bei mir keinen positiven Eindruck hinterlassen haben. Ich bin momentan ziemlich verwirrt über die Motivation hinter Ihrer Handlung. Die von Ihnen gewählten Worte ähnelten stark denen des AfD-Vertreters, was aus meiner Sicht problematisch ist.",0
335,20_84_999990120_2,"Ich bin sehr viel in der Branche in Deutschland unterwegs – das wissen Sie –, und ich weiß, wie gut und hart die Menschen dort arbeiten, insbesondere diejenigen auf den Baustellen. Sie verdienen unseren größten Respekt.",0
336,19_164_11004736_1_p,"In einem Land, das einst uns gehörte, herrscht nun das Gefühl der Entfremdung, da unsere Kultur stetig verblasst. Ein an Stärke gewinnender politischer Islam profitiert schamlos von dieser Schwäche und schreitet immer fordernder zur Tat. Das passiert, weil Sie ihm freien Lauf lassen und die Bedrohungen, die von ihm ausgehen, immer wieder herunterspielen. Ein Paradebeispiel dieser nachgiebigen Haltung ist die Behauptung der ehemaligen Integrationsbeauftragten Frau Özoğuz, dass unser Zusammenleben jeden Tag aufs Neue verhandelt werden muss.",1
337,19_14_11003790_5_p,"Wie verrückt ist es eigentlich, dass gerade Sie, die ständig die absurde Vorstellung einer Islamisierung Deutschlands heraufbeschwören, plötzlich mit dem autoritären Erdogan gemeinsame Sache machen, um dem Journalisten Yücel und der Pressefreiheit an den Kragen zu gehen? Das muss Ihnen doch irgendwann mal ins Auge fallen. Mit freundlichem Nachdruck weise ich Sie auf diesen eklatanten Zwiespalt hin.",1
338,19_52_11003264_10_p,"Meiner Meinung nach wäre es ratsam, neben dem Erlernen des Zuhörens in Sitzungen auch die vorhandenen Texte gründlich zu studieren. Sie werden dann überrascht sein zu entdecken, dass der Technologietransfer heutzutage teilweise einer Genehmigung bedarf und keineswegs selbstverständlich gewährt wird.",1
339,18_61_11003786_2,"Menschenwürdige Pflege heißt für uns auch, dass die Betroffenen selber bestimmen können, wie sie ihren Alltag regeln. Das gilt sowohl für Menschen mit demenziellen Erkrankungen wie für Menschen mit Assistenzbe5650 darf. Deshalb setzen wir uns voller Energie für einen neuen Pflegebegriff ein.",0
340,17_181_11004076_6_p,"Abschließend lässt sich sagen, dass die EU-Verordnung zu Leerverkäufen kein bedeutender Fortschritt ist, ähnlich wie der geplante Gesetzentwurf zur Umsetzung der Prospekt- und Transparenzrichtlinie, den wir aus nachvollziehbaren Gründen nicht unterstützen. Für uns steht der Schutz der Verbraucher nach wie vor im Vordergrund und ist wichtiger als der Schutz der Emittenten oder eine Deregulierung. Vielen Dank.",0
341,18_112_11000756_22_p,"Griechenland benötigt dringend eine Entwicklungsstrategie ähnlich dem Marshallplan, um seine Schulden abbauen zu können und um die wirtschaftliche Erholung Europas und die Stabilität des Euro zu fördern. Abschließend möchte ich Folgendes anmerken.",0
342,20_141_11004763_0,"Frau Präsidentin! Meine Damen und Herren! Meine Damen und Herren von der Unionsfraktion, ich fände es schon angebracht, wenn Sie sich mit den Papieren auseinandersetzten, die Sie jetzt in den Prozess einbringen. Also, Ihr Antrag ist inzwischen 226 Tage alt.",0
343,19_210_11004003_3_p,"Aus diesem Grund fordere ich Sie eindringlich auf, Ihren Gesetzentwurf zu überarbeiten und den rechtlich fragwürdigen Zustand zu beenden. Lassen Sie mich klar sein, meine Damen und Herren: Es bringt Ihnen nichts, im Parlament ständig die Notlage auszurufen und damit quasi eine unbefristete Erlaubnis für sämtliche Maßnahmen zu erhalten. Ein Freibrief für alle Verfügungen des Ministers ist inakzeptabel, das müssen Sie einsehen, meine Damen und Herren.",1
344,19_24_11004091_2,"Für eine intakte Umwelt ist viel zu tun. Die Atomkraftwerke sind gefährlich, und damit von ihnen zukünftig weniger Gefahr ausgeht, sind auch die Atomfabriken in Gronau und Lingen sofort stillzulegen.",0
345,17_181_11003270_1_p,"Hans Guck-in-die-Luft konzentrierte sich vollkommen auf den Himmel, während er zur Schule ging. Dadurch entging ihm, was um ihn herum geschah, und so bemerkte er auch nicht den Hund, der ihm zwischen die Beine lief.",0
346,20_164_11005209_4_p,"Sie haben die Standortdaten von Handy-Netzbetreibern genutzt, um den Deutschen drastisch ihre Bewegungsfreiheit zu rauben. Und wir alle sind uns bewusst, dass Ihre Pläne zur Überwachung noch lange nicht ausgeschöpft sind.",1
347,19_105_11004862_5_p,"Es ist eine schockierende Geringschätzung gegenüber unserem Parlament, Herr Seibert, dass Sie ein halbes Jahr brauchen, um auf eine bedeutungsvolle Anfrage einer demokratisch legitimierten Fraktion zu reagieren. Es ist einfach skandalös, dass Ihre sogenannte Antwort nichts weiter ist als ein Verweis auf bereits veröffentlichte Medienberichte. Ich rate Ihnen dringend, Herr Seibert: Ziehen Sie die Konsequenzen und legen Sie Ihr Amt nieder!",1
348,17_8_11002625_3,"Sie, Herr Staatsminister, haben vorhin mehr Auskunft über die Position der spanischen Regierung als über die der Bundesregierung gegeben. Ich denke, dieses Hohe Haus hätte Anspruch darauf, zu erfahren, mit welcher Haltung die Bundesregierung in den Europäischen Rat geht: eher mit der putschfreundlichen Position der Friedrich-Naumann-Stiftung",1
349,20_172_11002735_12_p,"Sehr geehrte Damen und Herren, ich bin mir bewusst, dass dieses Thema gewisse Unbehaglichkeiten hervorrufen kann. Am 27. Juni wird das neue Gesetz zur Staatsbürgerschaft eingeführt. Dadurch wird es zur Norm, mehrere Staatsangehörigkeiten zu besitzen, und der doppelte Pass wird allgemein akzeptiert.",0
350,17_228_11003755_2_p,"Auf die Frage der Süddeutschen Zeitung, wie er Ihre Arbeit einschätzt, antwortete er heute - ich zitiere: „Ich äußere mich grundsätzlich nicht über die Leistungen von Kabinettskollegen, mit denen ich befreundet bin.“",0
351,20_120_11004786_6_p,"Meines Erachtens beruht das Prinzip der Union auf dem Kohlenstoffhandel. Ich nahm an, dass der Schwerpunkt auf dem Handel mit Emissionsrechten liegt. Im Rahmen des Emissionshandels spielt das spezifische Design einer Heizanlage keine Rolle.",0
352,20_99_11005171_1_p,"Es bleibt offen, wer davon profitiert. Allerdings kann die Lösung nicht darin bestehen, dass wir Aufgaben, die eigentlich ins Innenministerium gehören, nun dem Bundeskanzleramt übertragen.",0
353,20_63_11004823_10,"In diesem schrecklichen Krieg sind bereits 400 000 Zivilisten ermordet worden, und das Sterben geht weiter. Ihre Außenministerin, Annalena Baerbock, sagt dazu allen Ernstes, man müsse ja nun mal die Bündnisverpflichtungen erfüllen und ohne diese Lieferungen der Kampfjets an Saudi-Arabien müsse Deutschland im sozialen Bereich noch mehr sparen. „Kampfjets für die Kindergrundsicherung“, so stand es treffend im „Spiegel“. Wie zynisch ist das denn?",1
354,20_70_11005034_3_p,"Pflichten zur Mitwirkung bleiben auch in Zukunft bestehen, und ebenso die Möglichkeit, Leistungen zu kürzen. Jedoch soll der Kern des neuen Systems nicht Misstrauen, sondern Unterstützung und Ermutigung fördern, um die Teilnahme am gesellschaftlichen Leben zu erleichtern.",0
355,18_207_11003867_10_p,"Seit 2005 ist die Lage der Kinderarmut in unserem Land unverändert geblieben. Darauf kann die CDU-geführte Regierung, unabhängig davon, ob sie mit der SPD oder FDP koaliert hat, keineswegs stolz sein. Im damaligen Koalitionsvertrag mit der FDP war eindeutig festgelegt, dass der Unterhaltsvorschuss auf 14 Jahre ausgeweitet werden solle. Es war also klar formuliert, dass es keine unverbindliche Absichtserklärung war, sondern ein konkretes Versprechen.",0
356,20_55_11004892_2,"Dass die Ukrainer diese Leistungen annehmen, das kann man ihnen nicht vorwerfen. Der Fehler liegt einzig und allein bei der deutschen Regierung, die auf dem Rücken der einheimischen Bevölkerung Ausländern ein kostenloses Rundum-sorglos-Paket anbietet. Dass ein Ukrainer, der mit der Mercedes-S‑Klasse vorfährt, mehr staatliche Unterstützung bekommt als eine deutsche alleinerziehende Mutter, ist irre.",1
357,19_216_11004776_0_p,"Einer der wichtigsten Punkte für eine sichere Wiederöffnung ist die Verfügbarkeit von ausreichenden Testmöglichkeiten. Daher appelliere ich an die Bundesregierung, alle verfügbaren Optionen zu nutzen, um sowohl die Impfstoffproduktion als auch die Herstellung von Schnelltests zu steigern.",0
358,17_211_11003578_7_p,"Herr Wolff, Ihnen ist sehr wohl bewusst, wie die Mehrheitsverhältnisse im Bundesrat aussahen. Statt zu handeln, haben Sie tatenlos zugeschaut. Nun treten Sie hervor und werfen mit leeren Anschuldigungen um sich. Diese Haltung ist verlogen und niederträchtig.",1
359,19_105_11003816_1_p,"Letztlich spielt es keine Rolle, ob das Geschehen am 26. und 27. August als 'Hetzjagden' oder 'Jagdszenen' bezeichnet wird. Fakt ist, dass Personen hier gejagt und sowohl mit Worten als auch physisch attackiert wurden.",1
360,19_216_11004793_0_p,"Sehr geehrte Frau Präsidentin, meine Damen und Herren, in den Anträgen der AfD sind zahlreiche unzutreffende Behauptungen enthalten. Bereits die Behauptung, dass der Lockdown während der zweiten Pandemiewelle keinerlei Wirkung gezeigt habe, ist fehlerhaft.",0
361,19_143_11004288_0_p,"Sehr geehrter Herr Präsident, geschätzte Anwesende! Vor etwa 18 Monaten hätte ich kaum angenommen, dass Horst Seehofer nach den intensiven Auseinandersetzungen zur Flüchtlingspolitik weiterhin im Amt verweilen würde. Die Vorstellung, den Innenminister, dessen Eignung selbst innerhalb seiner Partei angezweifelt wird, öffentlich loben zu müssen, schien mir damals unwahrscheinlich. Heute jedoch könnte man beinahe geneigt sein, genau diese Anerkennung dennoch in Betracht zu ziehen.",0
362,18_187_11003755_27_p,"Aus der Perspektive eines Beobachters, der aus sicherer Entfernung das Geschehen verfolgt, mag das persönliche Risiko gering erscheinen, während die Belastungen der Betroffenen zunehmen. Nach meiner Ansicht sollten politische Akteure nicht primär darauf aus sein, ihre eigene Sicherheit zu maximieren, sondern vielmehr darauf abzielen, die Belastungen für die Bevölkerung, insbesondere für Angestellte, zu reduzieren. Das ist das, was wir hier erreicht haben.",0
363,18_79_11003763_2_p,"Wenn man sieht, dass 86 Menschen so viel Vermögen besitzen wie die ärmere Hälfte der Welt, wird die verheerende Wirkung dieser Reichtumsballung offensichtlich. Wenige ziehen weiterhin ihren Profit aus der Notlage der vielen – ungeachtet der langjährigen Anstrengungen in der Entwicklungszusammenarbeit. Daher ruft die Situation lautstark nach einer globalen Umverteilungspolitik, die seit Jahren auf taube Ohren stößt.",1
364,20_69_11004930_15_p,"Dieses Jahr hat Deutschland schon mehr Zuwanderer einströmen lassen als in der Krise von 2015/2016. Unsere Städte und Gemeinden ersticken unter der Last, doch anstatt den Wahnsinn zu stoppen, fördern Sie ihn weiter. Sie unterzeichnen spezielle Abkommen, um zehntausende Afghanen hereinzuholen. Millionen fließen an Schlepperbanden, selbst an jene, die mit Frau Göring-Eckardts Partner verbunden sind.",1
